transaction_id,customer_id,merchant_id,timestamp,invoice_no,invoice_amount,segment
"20160010000119",16577286,76561,"2016-01-01 08:37:21","865-814-360",17271,"Home | Lighting"
"20160010000120",3957598,84231,"2016-01-01 01:23:57","493-771-246",44031,"Fashion | Apparels"
"20160010000121",1107340,56899,"2016-01-01 03:43:27","113-395-300",27955,"Home | Decor"
"20160010000122",3578277,51520,"2016-01-01 16:34:29","934-583-971",24862,"Home | Furniture"
"20160010000123",1219809,86723,"2016-01-01 09:36:29","158-575-850",9207,"Electronics | Mobile"
"20160010000124",16907333,82529,"2016-01-01 04:18:31","304-291-760",21227,"Fashion | Apparels"
"20160010000125",14196408,44559,"2016-01-01 11:34:33","893-697-302",18098,"Electronics | Television"
"20160010000126",6534065,65968,"2016-01-01 13:24:12","673-503-379",3597,"Electronics | Television"
"20160010000127",11187386,3714,"2016-01-01 19:34:02","509-284-482",6332,"Fashion | Apparels"
"20160010000128",4519492,87022,"2016-01-01 07:16:16","439-654-859",16613,"Home | Lighting"
"20160010000129",7824416,62619,"2016-01-01 16:18:02","549-859-695",37437,"Fashion | Apparels"
"20160010000130",1928812,39322,"2016-01-01 06:19:28","265-636-269",15708,"Home | Lighting"
"20160010000131",7010459,48008,"2016-01-01 01:11:56","385-598-573",17396,"Fashion | Shoes"
"20160010000132",5159046,43365,"2016-01-01 14:30:37","249-773-821",48060,"Electronics | Television"
"20160010000133",14386396,7846,"2016-01-01 14:54:12","878-578-931",39440,"Fashion | Apparels"
"20160010000134",18322679,62284,"2016-01-01 10:54:53","331-779-345",31669,"Electronics | Mobile"
"20160010000135",14945444,160,"2016-01-01 02:11:44","564-546-651",21368,"Electronics | Mobile"
"20160010000136",19055475,21996,"2016-01-01 10:16:19","340-425-593",45143,"Electronics | Mobile"
"20160010000137",2563786,5980,"2016-01-01 06:04:25","293-872-922",46931,"Home | Furniture"
"20160010000138",17499836,34208,"2016-01-01 22:03:34","280-726-948",30334,"Home | Kitchen"
"20160010000139",13668384,85875,"2016-01-01 23:56:39","867-585-142",35861,"Electronics | Mobile"
"20160010000140",1388543,15424,"2016-01-01 21:29:34","821-269-761",40563,"Fashion | Shoes"
"20160010000141",4529404,68416,"2016-01-01 00:32:37","998-815-354",38956,"Home | Lighting"
"20160010000142",12422388,58615,"2016-01-01 06:10:07","753-400-797",4553,"Home | Decor"
"20160010000143",19022286,11543,"2016-01-01 21:49:23","852-834-729",29272,"Home | Lighting"
"20160010000144",614556,75018,"2016-01-01 04:55:48","661-456-324",25217,"Electronics | Mobile"
"20160010000145",2518720,56286,"2016-01-01 08:14:00","662-123-522",36723,"Fashion | Apparels"
"20160010000146",12220564,10934,"2016-01-01 04:17:49","815-997-801",35856,"Electronics | Mobile"
"20160010000147",2357214,56070,"2016-01-01 06:45:10","574-966-312",26976,"Electronics | Mobile"
"20160010000148",16253159,8947,"2016-01-01 04:50:28","512-519-712",48989,"Electronics | Television"
"20160010000149",5687624,55198,"2016-01-01 15:18:41","717-924-727",40871,"Fashion | Apparels"
"20160010000150",12542438,12744,"2016-01-01 15:08:33","973-228-923",38883,"Electronics | Mobile"
"20160010000151",19476655,92375,"2016-01-01 21:37:32","195-219-557",31867,"Fashion | Apparels"
"20160010000152",11698999,13005,"2016-01-01 05:50:58","923-604-462",6826,"Fashion | Apparels"
"20160010000153",16283552,49211,"2016-01-01 12:56:31","460-891-687",28541,"Home | Lighting"
"20160010000154",710638,51101,"2016-01-01 20:01:35","184-729-943",3034,"Home | Lighting"
"20160010000155",3224864,50354,"2016-01-01 13:25:12","578-825-467",11453,"Home | Furniture"
"20160010000156",9122748,78717,"2016-01-01 10:09:29","581-737-329",21757,"Home | Decor"
"20160010000157",489011,21315,"2016-01-01 07:45:24","492-228-213",21411,"Fashion | Watches"
"20160010000158",18692825,24130,"2016-01-01 13:07:28","754-231-535",22582,"Fashion | Apparels"
"20160010000159",12799018,48044,"2016-01-01 11:14:32","608-975-573",8277,"Home | Kitchen"
"20160010000160",13823358,61264,"2016-01-01 05:04:40","398-270-454",39244,"Fashion | Shoes"
"20160010000161",15694240,46210,"2016-01-01 07:51:19","721-286-854",40866,"Home | Decor"
"20160010000162",15156267,95971,"2016-01-01 16:24:47","997-267-424",2316,"Fashion | Apparels"
"20160010000163",10457963,85282,"2016-01-01 19:16:30","632-466-715",44476,"Home | Kitchen"
"20160010000164",5157859,6701,"2016-01-01 11:46:06","186-395-469",19356,"Home | Decor"
"20160010000165",9323395,12496,"2016-01-01 10:18:50","363-929-604",20775,"Fashion | Apparels"
"20160010000166",18581687,9478,"2016-01-01 05:21:41","726-477-308",23527,"Fashion | Apparels"
"20160010000167",18283454,19083,"2016-01-01 02:25:31","207-435-594",31539,"Electronics | Computers"
"20160010000168",1656142,65048,"2016-01-01 12:48:11","134-714-811",35782,"Fashion | Apparels"
"20160010000169",3033266,23928,"2016-01-01 20:54:40","586-708-927",20277,"Home | Kitchen"
"20160010000170",15507720,65713,"2016-01-01 04:21:34","452-560-351",19172,"Fashion | Apparels"
"20160010000171",10141517,22533,"2016-01-01 13:42:25","380-234-326",41851,"Fashion | Apparels"
"20160010000172",12679126,30634,"2016-01-01 18:43:39","297-419-230",2955,"Home | Kitchen"
"20160010000173",17756269,50913,"2016-01-01 01:51:01","131-682-835",41187,"Electronics | Computers"
"20160010000174",12259874,39838,"2016-01-01 09:57:27","403-673-453",7321,"Home | Decor"
"20160010000175",3266362,69108,"2016-01-01 12:26:55","185-687-967",40293,"Home | Lighting"
"20160010000176",6450744,71336,"2016-01-01 23:17:34","655-599-572",15700,"Electronics | Mobile"
"20160010000177",14255928,59073,"2016-01-01 12:28:18","943-453-522",47673,"Home | Decor"
"20160010000178",12367822,65224,"2016-01-01 11:40:36","399-969-807",29963,"Fashion | Shoes"
"20160010000179",1754688,7520,"2016-01-01 02:34:51","108-231-632",34403,"Fashion | Apparels"
"20160010000180",17592662,73508,"2016-01-01 02:06:21","240-859-106",37911,"Fashion | Apparels"
"20160010000181",1047930,39125,"2016-01-01 11:44:20","828-874-207",1534,"Electronics | Television"
"20160010000182",13469620,45213,"2016-01-01 12:04:04","912-665-668",20100,"Electronics | Computers"
"20160010000183",947023,90564,"2016-01-01 00:58:33","472-904-159",23099,"Electronics | Television"
"20160010000184",14367183,88751,"2016-01-01 10:35:32","201-477-853",45063,"Electronics | Computers"
"20160010000185",7082086,39837,"2016-01-01 23:56:14","225-445-815",15685,"Electronics | Mobile"
"20160010000186",19236487,98299,"2016-01-01 22:20:44","719-825-448",14020,"Electronics | Mobile"
"20160010000187",8525593,58622,"2016-01-01 05:24:00","719-605-915",25274,"Electronics | Mobile"
"20160010000188",15396262,25110,"2016-01-01 05:59:45","791-761-332",7961,"Fashion | Shoes"
"20160010000189",7213082,14929,"2016-01-01 20:26:18","632-881-885",30763,"Fashion | Apparels"
"20160010000190",2426874,49664,"2016-01-01 08:06:08","294-371-833",39739,"Home | Kitchen"
"20160010000191",17405471,30149,"2016-01-01 08:45:23","883-159-770",29623,"Fashion | Apparels"
"20160010000192",8553876,75480,"2016-01-01 03:56:14","651-385-218",14659,"Electronics | Mobile"
"20160010000193",7248997,97570,"2016-01-01 15:47:05","682-285-961",35155,"Home | Kitchen"
"20160010000194",10085487,35699,"2016-01-01 12:04:17","136-314-654",9820,"Electronics | Television"
"20160010000195",15127495,83170,"2016-01-01 04:23:24","231-169-450",24732,"Fashion | Apparels"
"20160010000196",10039251,56729,"2016-01-01 05:55:02","610-232-303",44351,"Fashion | Watches"
"20160010000197",2558853,13917,"2016-01-01 07:34:46","902-538-150",37895,"Fashion | Apparels"
"20160010000198",1316617,51666,"2016-01-01 15:56:54","584-415-549",30219,"Fashion | Apparels"
"20160010000199",6307356,71968,"2016-01-01 07:22:13","631-913-593",32704,"Electronics | Mobile"
"20160010000200",9997449,42686,"2016-01-01 03:11:28","203-743-495",23607,"Home | Lighting"
"20160010000201",1448814,12628,"2016-01-01 01:54:08","275-909-941",42053,"Fashion | Shoes"
"20160010000202",14863303,87723,"2016-01-01 23:45:11","712-610-597",17946,"Fashion | Apparels"
"20160010000203",5532061,45894,"2016-01-01 04:35:57","865-611-926",17593,"Home | Decor"
"20160010000204",11101080,21152,"2016-01-01 03:06:54","106-887-458",36052,"Home | Lighting"
"20160010000205",16708075,25248,"2016-01-01 07:35:58","878-788-290",30716,"Home | Furniture"
"20160010000206",17186595,54955,"2016-01-01 22:10:53","995-467-451",41103,"Home | Kitchen"
"20160010000207",12014715,19396,"2016-01-01 16:29:28","630-903-231",10797,"Electronics | Television"
"20160010000208",417784,15582,"2016-01-01 02:33:17","430-878-803",48920,"Fashion | Apparels"
"20160010000209",15999985,35240,"2016-01-01 07:30:57","412-806-653",22838,"Home | Decor"
"20160010000210",1620118,82401,"2016-01-01 14:34:45","603-954-379",38611,"Electronics | Computers"
"20160010000211",12440167,3123,"2016-01-01 19:03:50","194-819-562",1042,"Electronics | Television"
"20160010000212",16087661,14387,"2016-01-01 00:30:22","538-366-445",45368,"Fashion | Shoes"
"20160010000213",17334707,47501,"2016-01-01 22:30:47","955-895-378",18057,"Electronics | Television"
"20160010000214",19904637,88042,"2016-01-01 10:02:15","690-753-887",35143,"Home | Decor"
"20160010000215",5774612,45452,"2016-01-01 23:31:13","111-133-859",46266,"Home | Decor"
"20160010000216",2921157,69354,"2016-01-01 09:44:26","691-650-258",29056,"Fashion | Watches"
"20160010000217",18032381,77501,"2016-01-01 01:46:10","170-755-852",45744,"Electronics | Television"
"20160010000218",879888,35400,"2016-01-01 17:02:44","194-216-318",48537,"Home | Kitchen"
"20160010000219",6600931,31688,"2016-01-01 17:46:45","728-554-902",39202,"Electronics | Television"
"20160010000220",1780473,74046,"2016-01-01 02:13:11","134-249-174",13535,"Electronics | Television"
"20160010000221",5493409,50458,"2016-01-01 01:04:38","811-207-563",45589,"Fashion | Apparels"
"20160010000222",6136255,73249,"2016-01-01 21:02:04","476-443-784",46909,"Fashion | Shoes"
"20160010000223",3125175,14606,"2016-01-01 00:24:34","853-784-125",39667,"Fashion | Apparels"
"20160010000224",19888751,40277,"2016-01-01 02:49:05","637-508-597",34507,"Fashion | Shoes"
"20160010000225",4555654,43265,"2016-01-01 11:49:58","126-337-920",12788,"Fashion | Apparels"
"20160010000226",11737260,68107,"2016-01-01 15:19:59","331-843-191",40744,"Home | Decor"
"20160010000227",8088447,63134,"2016-01-01 18:17:33","959-710-193",43361,"Fashion | Shoes"
"20160010000228",19402600,14468,"2016-01-01 00:32:02","121-595-467",2629,"Home | Decor"
"20160010000229",14638502,16188,"2016-01-01 18:39:10","770-678-858",15401,"Fashion | Apparels"
"20160010000230",8233810,51389,"2016-01-01 16:49:46","291-622-471",11306,"Electronics | Mobile"
"20160010000231",18783941,62532,"2016-01-01 21:01:04","342-106-940",3798,"Electronics | Mobile"
"20160010000232",4601260,56653,"2016-01-01 02:24:51","317-779-231",34973,"Fashion | Apparels"
"20160010000233",14882897,82892,"2016-01-01 09:58:15","562-267-200",21259,"Home | Lighting"
"20160010000234",19055703,20607,"2016-01-01 00:31:13","538-585-198",34974,"Electronics | Mobile"
"20160010000235",11645740,274,"2016-01-01 22:08:06","769-357-409",49171,"Fashion | Apparels"
"20160010000236",19064704,61420,"2016-01-01 20:49:56","560-416-585",36372,"Fashion | Apparels"
"20160010000237",13973548,62451,"2016-01-01 22:17:05","294-337-551",11631,"Home | Lighting"
"20160010000238",1701121,56632,"2016-01-01 20:04:44","195-913-206",9427,"Home | Lighting"
"20160010000239",2065882,14172,"2016-01-01 12:07:47","106-351-340",16347,"Fashion | Shoes"
"20160010000240",7288255,5772,"2016-01-01 20:20:59","200-731-719",1382,"Fashion | Shoes"
"20160010000241",9714555,34394,"2016-01-01 08:19:43","863-527-319",33113,"Electronics | Television"
"20160010000242",15392760,37828,"2016-01-01 11:23:16","840-713-701",34970,"Electronics | Television"
"20160010000243",6661875,22285,"2016-01-01 18:49:46","583-916-413",2864,"Electronics | Mobile"
"20160010000244",14656318,5878,"2016-01-01 07:17:45","340-323-450",22566,"Electronics | Mobile"
"20160010000245",13787449,18165,"2016-01-01 04:17:11","645-748-810",21254,"Fashion | Apparels"
"20160010000246",10390271,14347,"2016-01-01 05:38:03","962-757-614",14405,"Electronics | Mobile"
"20160010000247",12842445,37569,"2016-01-01 03:54:34","550-511-677",27406,"Fashion | Shoes"
"20160010000248",9595810,74473,"2016-01-01 09:59:24","965-637-582",25976,"Fashion | Apparels"
"20160010000249",4442710,22599,"2016-01-01 07:13:42","837-555-743",2497,"Electronics | Computers"
"20160010000250",6385943,89643,"2016-01-01 02:00:10","505-182-363",22873,"Fashion | Shoes"
"20160010000251",13472115,96815,"2016-01-01 04:24:46","143-250-393",41030,"Home | Kitchen"
"20160010000252",13969162,36130,"2016-01-01 06:21:34","719-345-870",32524,"Electronics | Mobile"
"20160010000253",6379899,63473,"2016-01-01 00:32:31","240-311-521",19762,"Fashion | Apparels"
"20160010000254",16326212,14509,"2016-01-01 23:36:35","887-722-144",33689,"Electronics | Mobile"
"20160010000255",3393424,30452,"2016-01-01 04:36:31","770-478-729",20124,"Electronics | Television"
"20160010000256",6377873,67076,"2016-01-01 05:30:17","464-345-391",24929,"Electronics | Television"
"20160010000257",8276743,93558,"2016-01-01 20:15:22","539-681-685",46340,"Fashion | Shoes"
"20160010000258",632295,77404,"2016-01-01 10:24:34","996-533-872",26334,"Fashion | Apparels"
"20160010000259",6291395,16315,"2016-01-01 03:19:02","765-295-355",1382,"Fashion | Apparels"
"20160010000260",4051092,76645,"2016-01-01 20:36:41","998-415-222",3006,"Home | Decor"
"20160010000261",12333609,92791,"2016-01-01 15:58:24","417-777-653",37961,"Home | Lighting"
"20160010000262",10886334,46009,"2016-01-01 19:45:06","812-225-676",2995,"Home | Kitchen"
"20160010000263",5139905,29226,"2016-01-01 05:33:34","411-929-712",15339,"Electronics | Television"
"20160010000264",8317547,46290,"2016-01-01 01:29:27","839-777-872",37823,"Electronics | Television"
"20160010000265",7006604,58130,"2016-01-01 20:54:19","103-711-619",31699,"Electronics | Mobile"
"20160010000266",18894297,96306,"2016-01-01 15:11:25","791-352-766",47078,"Electronics | Television"
"20160010000267",14145159,95502,"2016-01-01 00:19:07","779-698-418",20193,"Home | Decor"
"20160010000268",5398683,14624,"2016-01-01 09:32:13","252-186-679",27662,"Electronics | Television"
"20160010000269",18992087,96346,"2016-01-01 03:41:20","630-236-443",39919,"Home | Kitchen"
"20160010000270",8793959,22238,"2016-01-01 17:59:49","119-837-593",20837,"Fashion | Apparels"
"20160010000271",12636125,51128,"2016-01-01 15:51:01","666-491-293",40862,"Fashion | Apparels"
"20160010000272",15449739,41958,"2016-01-01 22:47:28","279-780-675",31936,"Home | Kitchen"
"20160010000273",1479837,46739,"2016-01-01 16:45:17","435-516-762",10451,"Fashion | Shoes"
"20160010000274",14810723,29360,"2016-01-01 14:15:50","781-465-303",46717,"Electronics | Mobile"
"20160010000275",5227454,2371,"2016-01-01 21:17:15","938-634-689",37437,"Home | Kitchen"
"20160010000276",18967693,65857,"2016-01-01 02:28:39","358-512-374",40316,"Home | Lighting"
"20160010000277",2125826,15254,"2016-01-01 13:18:24","332-820-761",28221,"Home | Kitchen"
"20160010000278",4056266,79745,"2016-01-01 01:54:48","188-800-263",20100,"Home | Decor"
"20160010000279",4654679,58083,"2016-01-01 21:07:36","764-392-852",49241,"Home | Lighting"
"20160010000280",1705804,97384,"2016-01-01 14:15:01","123-245-182",19726,"Electronics | Mobile"
"20160010000281",14743513,20089,"2016-01-01 10:34:58","459-424-502",39887,"Home | Decor"
"20160010000282",13663680,76925,"2016-01-01 09:24:59","558-114-982",20074,"Home | Decor"
"20160010000283",864778,29952,"2016-01-01 03:17:27","925-832-595",6814,"Fashion | Shoes"
"20160010000284",5686673,71173,"2016-01-01 13:50:38","958-240-986",39024,"Home | Decor"
"20160010000285",9421930,91847,"2016-01-01 08:14:20","559-204-954",41756,"Electronics | Mobile"
"20160010000286",15339624,76146,"2016-01-01 13:53:09","166-262-123",15862,"Home | Lighting"
"20160010000287",2918722,22402,"2016-01-01 20:30:01","547-440-940",7726,"Home | Kitchen"
"20160010000288",12406309,20972,"2016-01-01 07:54:04","722-146-403",3999,"Fashion | Apparels"
"20160010000289",2990429,91257,"2016-01-01 07:36:43","725-300-476",36692,"Electronics | Mobile"
"20160010000290",8460609,40073,"2016-01-01 11:21:33","401-956-472",34675,"Home | Kitchen"
"20160010000291",12455516,73124,"2016-01-01 20:32:17","970-523-266",27616,"Home | Decor"
"20160010000292",13722868,95274,"2016-01-01 13:22:50","561-504-219",2268,"Fashion | Apparels"
